setBits:d  tagBits:53c S 14f1bc,4 hit 
setBits:15  tagBits:53c S 14f2bc,4 hit 
setBits:1d  tagBits:53c S 14f3bc,4 hit 
setBits:4  tagBits:43f L 10fc80,4 miss  eviction 
setBits:c  tagBits:43f L 10fd80,4 miss  eviction 
setBits:14  tagBits:43f L 10fe80,4 miss  eviction 
setBits:1c  tagBits:43f L 10ff80,4 miss  eviction 
setBits:5  tagBits:53c L 14f0b0,4 hit 
setBits:5  tagBits:53c L 14f0b4,4 hit 
setBits:5  tagBits:53c L 14f0b8,4 hit 
setBits:5  tagBits:53c L 14f0bc,4 hit 
setBits:5  tagBits:53c S 14f0b0,4 hit 
setBits:5  tagBits:53c S 14f0b4,4 hit 
setBits:5  tagBits:53c S 14f0b8,4 hit 
setBits:5  tagBits:53c S 14f0bc,4 hit 
setBits:5  tagBits:53d S 14f4a0,4 miss  eviction 
setBits:5  tagBits:53d S 14f4a4,4 hit 
setBits:5  tagBits:53d S 14f4a8,4 hit 
setBits:5  tagBits:53d S 14f4ac,4 hit 
setBits:4  tagBits:43f L 10fc84,4 hit 
setBits:c  tagBits:43f L 10fd84,4 hit 
setBits:14  tagBits:43f L 10fe84,4 hit 
setBits:1c  tagBits:43f L 10ff84,4 hit 
setBits:d  tagBits:53c L 14f1b0,4 hit 
setBits:d  tagBits:53c L 14f1b4,4 hit 
setBits:d  tagBits:53c L 14f1b8,4 hit 
setBits:d  tagBits:53c L 14f1bc,4 hit 
setBits:d  tagBits:53c S 14f1b0,4 hit 
setBits:d  tagBits:53c S 14f1b4,4 hit 
setBits:d  tagBits:53c S 14f1b8,4 hit 
setBits:d  tagBits:53c S 14f1bc,4 hit 
setBits:d  tagBits:53d S 14f5a0,4 miss  eviction 
setBits:d  tagBits:53d S 14f5a4,4 hit 
setBits:d  tagBits:53d S 14f5a8,4 hit 
setBits:d  tagBits:53d S 14f5ac,4 hit 
setBits:4  tagBits:43f L 10fc88,4 hit 
setBits:c  tagBits:43f L 10fd88,4 hit 
setBits:14  tagBits:43f L 10fe88,4 hit 
setBits:1c  tagBits:43f L 10ff88,4 hit 
setBits:15  tagBits:53c L 14f2b0,4 hit 
setBits:15  tagBits:53c L 14f2b4,4 hit 
setBits:15  tagBits:53c L 14f2b8,4 hit 
setBits:15  tagBits:53c L 14f2bc,4 hit 
setBits:15  tagBits:53c S 14f2b0,4 hit 
setBits:15  tagBits:53c S 14f2b4,4 hit 
setBits:15  tagBits:53c S 14f2b8,4 hit 
setBits:15  tagBits:53c S 14f2bc,4 hit 
setBits:15  tagBits:53d S 14f6a0,4 miss  eviction 
setBits:15  tagBits:53d S 14f6a4,4 hit 
setBits:15  tagBits:53d S 14f6a8,4 hit 
setBits:15  tagBits:53d S 14f6ac,4 hit 
setBits:4  tagBits:43f L 10fc8c,4 hit 
setBits:c  tagBits:43f L 10fd8c,4 hit 
setBits:14  tagBits:43f L 10fe8c,4 hit 
setBits:1c  tagBits:43f L 10ff8c,4 hit 
setBits:1d  tagBits:53c L 14f3b0,4 hit 
setBits:1d  tagBits:53c L 14f3b4,4 hit 
setBits:1d  tagBits:53c L 14f3b8,4 hit 
setBits:1d  tagBits:53c L 14f3bc,4 hit 
setBits:1d  tagBits:53c S 14f3b0,4 hit 
setBits:1d  tagBits:53c S 14f3b4,4 hit 
setBits:1d  tagBits:53c S 14f3b8,4 hit 
setBits:1d  tagBits:53c S 14f3bc,4 hit 
setBits:1d  tagBits:53d S 14f7a0,4 miss  eviction 
setBits:1d  tagBits:53d S 14f7a4,4 hit 
setBits:1d  tagBits:53d S 14f7a8,4 hit 
setBits:1d  tagBits:53d S 14f7ac,4 hit 
setBits:4  tagBits:43f L 10fc90,4 hit 
setBits:4  tagBits:43f L 10fc94,4 hit 
setBits:4  tagBits:43f L 10fc98,4 hit 
setBits:4  tagBits:43f L 10fc9c,4 hit 
setBits:5  tagBits:53d S 14f4b0,4 hit 
setBits:d  tagBits:53d S 14f5b0,4 hit 
setBits:15  tagBits:53d S 14f6b0,4 hit 
setBits:1d  tagBits:53d S 14f7b0,4 hit 
setBits:c  tagBits:43f L 10fd90,4 hit 
setBits:c  tagBits:43f L 10fd94,4 hit 
setBits:c  tagBits:43f L 10fd98,4 hit 
setBits:c  tagBits:43f L 10fd9c,4 hit 
setBits:5  tagBits:53d S 14f4b4,4 hit 
setBits:d  tagBits:53d S 14f5b4,4 hit 
setBits:15  tagBits:53d S 14f6b4,4 hit 
setBits:1d  tagBits:53d S 14f7b4,4 hit 
setBits:14  tagBits:43f L 10fe90,4 hit 
setBits:14  tagBits:43f L 10fe94,4 hit 
setBits:14  tagBits:43f L 10fe98,4 hit 
setBits:14  tagBits:43f L 10fe9c,4 hit 
setBits:5  tagBits:53d S 14f4b8,4 hit 
setBits:d  tagBits:53d S 14f5b8,4 hit 
setBits:15  tagBits:53d S 14f6b8,4 hit 
setBits:1d  tagBits:53d S 14f7b8,4 hit 
setBits:1c  tagBits:43f L 10ff90,4 hit 
setBits:1c  tagBits:43f L 10ff94,4 hit 
setBits:1c  tagBits:43f L 10ff98,4 hit 
setBits:1c  tagBits:43f L 10ff9c,4 hit 
setBits:5  tagBits:53d S 14f4bc,4 hit 
setBits:d  tagBits:53d S 14f5bc,4 hit 
setBits:15  tagBits:53d S 14f6bc,4 hit 
setBits:1d  tagBits:53d S 14f7bc,4 hit 
setBits:5  tagBits:43e L 10f8a0,4 miss  eviction 
setBits:5  tagBits:43e L 10f8a4,4 hit 
setBits:5  tagBits:43e L 10f8a8,4 hit 
setBits:5  tagBits:43e L 10f8ac,4 hit 
setBits:5  tagBits:43e L 10f8b0,4 hit 
setBits:5  tagBits:43e L 10f8b4,4 hit 
setBits:5  tagBits:43e L 10f8b8,4 hit 
setBits:5  tagBits:43e L 10f8bc,4 hit 
setBits:5  tagBits:53e S 14f8a0,4 miss  eviction 
setBits:d  tagBits:53e S 14f9a0,4 miss  eviction 
setBits:15  tagBits:53e S 14faa0,4 miss  eviction 
setBits:1d  tagBits:53e S 14fba0,4 miss  eviction 
setBits:5  tagBits:53e S 14f8b0,4 hit 
setBits:d  tagBits:53e S 14f9b0,4 hit 
setBits:15  tagBits:53e S 14fab0,4 hit 
setBits:1d  tagBits:53e S 14fbb0,4 hit 
setBits:d  tagBits:43e L 10f9a0,4 miss  eviction 
setBits:d  tagBits:43e L 10f9a4,4 hit 
setBits:d  tagBits:43e L 10f9a8,4 hit 
setBits:d  tagBits:43e L 10f9ac,4 hit 
setBits:d  tagBits:43e L 10f9b0,4 hit 
setBits:d  tagBits:43e L 10f9b4,4 hit 
setBits:d  tagBits:43e L 10f9b8,4 hit 
setBits:d  tagBits:43e L 10f9bc,4 hit 
setBits:5  tagBits:53e S 14f8a4,4 hit 
setBits:d  tagBits:53e S 14f9a4,4 miss  eviction 
setBits:15  tagBits:53e S 14faa4,4 hit 
setBits:1d  tagBits:53e S 14fba4,4 hit 
setBits:5  tagBits:53e S 14f8b4,4 hit 
setBits:d  tagBits:53e S 14f9b4,4 hit 
setBits:15  tagBits:53e S 14fab4,4 hit 
setBits:1d  tagBits:53e S 14fbb4,4 hit 
setBits:15  tagBits:43e L 10faa0,4 miss  eviction 
setBits:15  tagBits:43e L 10faa4,4 hit 
setBits:15  tagBits:43e L 10faa8,4 hit 
setBits:15  tagBits:43e L 10faac,4 hit 
setBits:15  tagBits:43e L 10fab0,4 hit 
setBits:15  tagBits:43e L 10fab4,4 hit 
setBits:15  tagBits:43e L 10fab8,4 hit 
setBits:15  tagBits:43e L 10fabc,4 hit 
setBits:5  tagBits:53e S 14f8a8,4 hit 
setBits:d  tagBits:53e S 14f9a8,4 hit 
setBits:15  tagBits:53e S 14faa8,4 miss  eviction 
setBits:1d  tagBits:53e S 14fba8,4 hit 
setBits:5  tagBits:53e S 14f8b8,4 hit 
setBits:d  tagBits:53e S 14f9b8,4 hit 
setBits:15  tagBits:53e S 14fab8,4 hit 
setBits:1d  tagBits:53e S 14fbb8,4 hit 
setBits:1d  tagBits:43e L 10fba0,4 miss  eviction 
setBits:1d  tagBits:43e L 10fba4,4 hit 
setBits:1d  tagBits:43e L 10fba8,4 hit 
setBits:1d  tagBits:43e L 10fbac,4 hit 
setBits:1d  tagBits:43e L 10fbb0,4 hit 
setBits:1d  tagBits:43e L 10fbb4,4 hit 
setBits:1d  tagBits:43e L 10fbb8,4 hit 
setBits:1d  tagBits:43e L 10fbbc,4 hit 
setBits:5  tagBits:53e S 14f8ac,4 hit 
setBits:d  tagBits:53e S 14f9ac,4 hit 
setBits:15  tagBits:53e S 14faac,4 hit 
setBits:1d  tagBits:53e S 14fbac,4 miss  eviction 
setBits:5  tagBits:53e S 14f8bc,4 hit 
setBits:d  tagBits:53e S 14f9bc,4 hit 
setBits:15  tagBits:53e S 14fabc,4 hit 
setBits:1d  tagBits:53e S 14fbbc,4 hit 
setBits:5  tagBits:43f L 10fca0,4 miss  eviction 
setBits:d  tagBits:43f L 10fda0,4 miss  eviction 
setBits:15  tagBits:43f L 10fea0,4 miss  eviction 
setBits:1d  tagBits:43f L 10ffa0,4 miss  eviction 
setBits:5  tagBits:53e L 14f8b0,4 miss  eviction 
setBits:5  tagBits:53e L 14f8b4,4 hit 
setBits:5  tagBits:53e L 14f8b8,4 hit 
setBits:5  tagBits:53e L 14f8bc,4 hit 
setBits:5  tagBits:53e S 14f8b0,4 hit 
setBits:5  tagBits:53e S 14f8b4,4 hit 
setBits:5  tagBits:53e S 14f8b8,4 hit 
setBits:5  tagBits:53e S 14f8bc,4 hit 
setBits:5  tagBits:53f S 14fca0,4 miss  eviction 
setBits:5  tagBits:53f S 14fca4,4 hit 
setBits:5  tagBits:53f S 14fca8,4 hit 
setBits:5  tagBits:53f S 14fcac,4 hit 
setBits:5  tagBits:43f L 10fca4,4 miss  eviction 
setBits:d  tagBits:43f L 10fda4,4 hit 
setBits:15  tagBits:43f L 10fea4,4 hit 
setBits:1d  tagBits:43f L 10ffa4,4 hit 
setBits:d  tagBits:53e L 14f9b0,4 miss  eviction 
setBits:d  tagBits:53e L 14f9b4,4 hit 
setBits:d  tagBits:53e L 14f9b8,4 hit 
setBits:d  tagBits:53e L 14f9bc,4 hit 
setBits:d  tagBits:53e S 14f9b0,4 hit 
setBits:d  tagBits:53e S 14f9b4,4 hit 
setBits:d  tagBits:53e S 14f9b8,4 hit 
setBits:d  tagBits:53e S 14f9bc,4 hit 
setBits:d  tagBits:53f S 14fda0,4 miss  eviction 
setBits:d  tagBits:53f S 14fda4,4 hit 
setBits:d  tagBits:53f S 14fda8,4 hit 
setBits:d  tagBits:53f S 14fdac,4 hit 
setBits:5  tagBits:43f L 10fca8,4 hit 
setBits:d  tagBits:43f L 10fda8,4 miss  eviction 
setBits:15  tagBits:43f L 10fea8,4 hit 
setBits:1d  tagBits:43f L 10ffa8,4 hit 
setBits:15  tagBits:53e L 14fab0,4 miss  eviction 
setBits:15  tagBits:53e L 14fab4,4 hit 
setBits:15  tagBits:53e L 14fab8,4 hit 
setBits:15  tagBits:53e L 14fabc,4 hit 
setBits:15  tagBits:53e S 14fab0,4 hit 
setBits:15  tagBits:53e S 14fab4,4 hit 
setBits:15  tagBits:53e S 14fab8,4 hit 
setBits:15  tagBits:53e S 14fabc,4 hit 
setBits:15  tagBits:53f S 14fea0,4 miss  eviction 
setBits:15  tagBits:53f S 14fea4,4 hit 
setBits:15  tagBits:53f S 14fea8,4 hit 
setBits:15  tagBits:53f S 14feac,4 hit 
setBits:5  tagBits:43f L 10fcac,4 hit 
setBits:d  tagBits:43f L 10fdac,4 hit 
setBits:15  tagBits:43f L 10feac,4 miss  eviction 
setBits:1d  tagBits:43f L 10ffac,4 hit 
setBits:1d  tagBits:53e L 14fbb0,4 miss  eviction 
setBits:1d  tagBits:53e L 14fbb4,4 hit 
setBits:1d  tagBits:53e L 14fbb8,4 hit 
setBits:1d  tagBits:53e L 14fbbc,4 hit 
setBits:1d  tagBits:53e S 14fbb0,4 hit 
setBits:1d  tagBits:53e S 14fbb4,4 hit 
setBits:1d  tagBits:53e S 14fbb8,4 hit 
setBits:1d  tagBits:53e S 14fbbc,4 hit 
setBits:1d  tagBits:53f S 14ffa0,4 miss  eviction 
setBits:1d  tagBits:53f S 14ffa4,4 hit 
setBits:1d  tagBits:53f S 14ffa8,4 hit 
setBits:1d  tagBits:53f S 14ffac,4 hit 
setBits:5  tagBits:43f L 10fcb0,4 hit 
setBits:5  tagBits:43f L 10fcb4,4 hit 
setBits:5  tagBits:43f L 10fcb8,4 hit 
setBits:5  tagBits:43f L 10fcbc,4 hit 
setBits:5  tagBits:53f S 14fcb0,4 miss  eviction 
setBits:d  tagBits:53f S 14fdb0,4 miss  eviction 
setBits:15  tagBits:53f S 14feb0,4 miss  eviction 
setBits:1d  tagBits:53f S 14ffb0,4 hit 
setBits:d  tagBits:43f L 10fdb0,4 miss  eviction 
setBits:d  tagBits:43f L 10fdb4,4 hit 
setBits:d  tagBits:43f L 10fdb8,4 hit 
setBits:d  tagBits:43f L 10fdbc,4 hit 
setBits:5  tagBits:53f S 14fcb4,4 hit 
setBits:d  tagBits:53f S 14fdb4,4 miss  eviction 
setBits:15  tagBits:53f S 14feb4,4 hit 
setBits:1d  tagBits:53f S 14ffb4,4 hit 
setBits:15  tagBits:43f L 10feb0,4 miss  eviction 
setBits:15  tagBits:43f L 10feb4,4 hit 
setBits:15  tagBits:43f L 10feb8,4 hit 
setBits:15  tagBits:43f L 10febc,4 hit 
setBits:5  tagBits:53f S 14fcb8,4 hit 
setBits:d  tagBits:53f S 14fdb8,4 hit 
setBits:15  tagBits:53f S 14feb8,4 miss  eviction 
setBits:1d  tagBits:53f S 14ffb8,4 hit 
setBits:1d  tagBits:43f L 10ffb0,4 miss  eviction 
setBits:1d  tagBits:43f L 10ffb4,4 hit 
setBits:1d  tagBits:43f L 10ffb8,4 hit 
setBits:1d  tagBits:43f L 10ffbc,4 hit 
setBits:5  tagBits:53f S 14fcbc,4 hit 
setBits:d  tagBits:53f S 14fdbc,4 hit 
setBits:15  tagBits:53f S 14febc,4 hit 
setBits:1d  tagBits:53f S 14ffbc,4 miss  eviction 
setBits:6  tagBits:43e L 10f8c0,4 miss  eviction 
setBits:6  tagBits:43e L 10f8c4,4 hit 
setBits:6  tagBits:43e L 10f8c8,4 hit 
setBits:6  tagBits:43e L 10f8cc,4 hit 
setBits:6  tagBits:43e L 10f8d0,4 hit 
setBits:6  tagBits:43e L 10f8d4,4 hit 
setBits:6  tagBits:43e L 10f8d8,4 hit 
setBits:6  tagBits:43e L 10f8dc,4 hit 
setBits:5  tagBits:540 S 1500a0,4 miss  eviction 
setBits:d  tagBits:540 S 1501a0,4 miss  eviction 
setBits:15  tagBits:540 S 1502a0,4 miss  eviction 
setBits:1d  tagBits:540 S 1503a0,4 miss  eviction 
setBits:5  tagBits:540 S 1500b0,4 hit 
setBits:d  tagBits:540 S 1501b0,4 hit 
setBits:15  tagBits:540 S 1502b0,4 hit 
setBits:1d  tagBits:540 S 1503b0,4 hit 
setBits:e  tagBits:43e L 10f9c0,4 miss  eviction 
setBits:e  tagBits:43e L 10f9c4,4 hit 
setBits:e  tagBits:43e L 10f9c8,4 hit 
setBits:e  tagBits:43e L 10f9cc,4 hit 
setBits:e  tagBits:43e L 10f9d0,4 hit 
setBits:e  tagBits:43e L 10f9d4,4 hit 
setBits:e  tagBits:43e L 10f9d8,4 hit 
setBits:e  tagBits:43e L 10f9dc,4 hit 
setBits:5  tagBits:540 S 1500a4,4 hit 
setBits:d  tagBits:540 S 1501a4,4 hit 
setBits:15  tagBits:540 S 1502a4,4 hit 
setBits:1d  tagBits:540 S 1503a4,4 hit 
setBits:5  tagBits:540 S 1500b4,4 hit 
setBits:d  tagBits:540 S 1501b4,4 hit 
setBits:15  tagBits:540 S 1502b4,4 hit 
setBits:1d  tagBits:540 S 1503b4,4 hit 
setBits:16  tagBits:43e L 10fac0,4 miss  eviction 
setBits:16  tagBits:43e L 10fac4,4 hit 
setBits:16  tagBits:43e L 10fac8,4 hit 
setBits:16  tagBits:43e L 10facc,4 hit 
setBits:16  tagBits:43e L 10fad0,4 hit 
setBits:16  tagBits:43e L 10fad4,4 hit 
setBits:16  tagBits:43e L 10fad8,4 hit 
setBits:16  tagBits:43e L 10fadc,4 hit 
setBits:5  tagBits:540 S 1500a8,4 hit 
setBits:d  tagBits:540 S 1501a8,4 hit 
setBits:15  tagBits:540 S 1502a8,4 hit 
setBits:1d  tagBits:540 S 1503a8,4 hit 
setBits:5  tagBits:540 S 1500b8,4 hit 
setBits:d  tagBits:540 S 1501b8,4 hit 
setBits:15  tagBits:540 S 1502b8,4 hit 
setBits:1d  tagBits:540 S 1503b8,4 hit 
setBits:1e  tagBits:43e L 10fbc0,4 miss  eviction 
setBits:1e  tagBits:43e L 10fbc4,4 hit 
setBits:1e  tagBits:43e L 10fbc8,4 hit 
setBits:1e  tagBits:43e L 10fbcc,4 hit 
setBits:1e  tagBits:43e L 10fbd0,4 hit 
setBits:1e  tagBits:43e L 10fbd4,4 hit 
setBits:1e  tagBits:43e L 10fbd8,4 hit 
setBits:1e  tagBits:43e L 10fbdc,4 hit 
setBits:5  tagBits:540 S 1500ac,4 hit 
setBits:d  tagBits:540 S 1501ac,4 hit 
setBits:15  tagBits:540 S 1502ac,4 hit 
setBits:1d  tagBits:540 S 1503ac,4 hit 
setBits:5  tagBits:540 S 1500bc,4 hit 
setBits:d  tagBits:540 S 1501bc,4 hit 
setBits:15  tagBits:540 S 1502bc,4 hit 
setBits:1d  tagBits:540 S 1503bc,4 hit 
setBits:6  tagBits:43f L 10fcc0,4 miss  eviction 
setBits:e  tagBits:43f L 10fdc0,4 miss  eviction 
setBits:16  tagBits:43f L 10fec0,4 miss  eviction 
setBits:1e  tagBits:43f L 10ffc0,4 miss  eviction 
setBits:5  tagBits:540 L 1500b0,4 hit 
setBits:5  tagBits:540 L 1500b4,4 hit 
setBits:5  tagBits:540 L 1500b8,4 hit 
setBits:5  tagBits:540 L 1500bc,4 hit 
setBits:5  tagBits:540 S 1500b0,4 hit 
setBits:5  tagBits:540 S 1500b4,4 hit 
setBits:5  tagBits:540 S 1500b8,4 hit 
setBits:5  tagBits:540 S 1500bc,4 hit 
setBits:5  tagBits:541 S 1504a0,4 miss  eviction 
setBits:5  tagBits:541 S 1504a4,4 hit 
setBits:5  tagBits:541 S 1504a8,4 hit 
setBits:5  tagBits:541 S 1504ac,4 hit 
setBits:6  tagBits:43f L 10fcc4,4 hit 
setBits:e  tagBits:43f L 10fdc4,4 hit 
setBits:16  tagBits:43f L 10fec4,4 hit 
setBits:1e  tagBits:43f L 10ffc4,4 hit 
setBits:d  tagBits:540 L 1501b0,4 hit 
setBits:d  tagBits:540 L 1501b4,4 hit 
setBits:d  tagBits:540 L 1501b8,4 hit 
setBits:d  tagBits:540 L 1501bc,4 hit 
setBits:d  tagBits:540 S 1501b0,4 hit 
setBits:d  tagBits:540 S 1501b4,4 hit 
setBits:d  tagBits:540 S 1501b8,4 hit 
setBits:d  tagBits:540 S 1501bc,4 hit 
setBits:d  tagBits:541 S 1505a0,4 miss  eviction 
setBits:d  tagBits:541 S 1505a4,4 hit 
setBits:d  tagBits:541 S 1505a8,4 hit 
setBits:d  tagBits:541 S 1505ac,4 hit 
setBits:6  tagBits:43f L 10fcc8,4 hit 
setBits:e  tagBits:43f L 10fdc8,4 hit 
setBits:16  tagBits:43f L 10fec8,4 hit 
setBits:1e  tagBits:43f L 10ffc8,4 hit 
setBits:15  tagBits:540 L 1502b0,4 hit 
setBits:15  tagBits:540 L 1502b4,4 hit 
setBits:15  tagBits:540 L 1502b8,4 hit 
setBits:15  tagBits:540 L 1502bc,4 hit 
setBits:15  tagBits:540 S 1502b0,4 hit 
setBits:15  tagBits:540 S 1502b4,4 hit 
setBits:15  tagBits:540 S 1502b8,4 hit 
setBits:15  tagBits:540 S 1502bc,4 hit 
setBits:15  tagBits:541 S 1506a0,4 miss  eviction 
setBits:15  tagBits:541 S 1506a4,4 hit 
setBits:15  tagBits:541 S 1506a8,4 hit 
setBits:15  tagBits:541 S 1506ac,4 hit 
setBits:6  tagBits:43f L 10fccc,4 hit 
setBits:e  tagBits:43f L 10fdcc,4 hit 
setBits:16  tagBits:43f L 10fecc,4 hit 
setBits:1e  tagBits:43f L 10ffcc,4 hit 
setBits:1d  tagBits:540 L 1503b0,4 hit 
setBits:1d  tagBits:540 L 1503b4,4 hit 
setBits:1d  tagBits:540 L 1503b8,4 hit 
setBits:1d  tagBits:540 L 1503bc,4 hit 
setBits:1d  tagBits:540 S 1503b0,4 hit 
setBits:1d  tagBits:540 S 1503b4,4 hit 
setBits:1d  tagBits:540 S 1503b8,4 hit 
setBits:1d  tagBits:540 S 1503bc,4 hit 
setBits:1d  tagBits:541 S 1507a0,4 miss  eviction 
setBits:1d  tagBits:541 S 1507a4,4 hit 
setBits:1d  tagBits:541 S 1507a8,4 hit 
setBits:1d  tagBits:541 S 1507ac,4 hit 
setBits:6  tagBits:43f L 10fcd0,4 hit 
setBits:6  tagBits:43f L 10fcd4,4 hit 
setBits:6  tagBits:43f L 10fcd8,4 hit 
setBits:6  tagBits:43f L 10fcdc,4 hit 
setBits:5  tagBits:541 S 1504b0,4 hit 
setBits:d  tagBits:541 S 1505b0,4 hit 
setBits:15  tagBits:541 S 1506b0,4 hit 
setBits:1d  tagBits:541 S 1507b0,4 hit 
setBits:e  tagBits:43f L 10fdd0,4 hit 
setBits:e  tagBits:43f L 10fdd4,4 hit 
setBits:e  tagBits:43f L 10fdd8,4 hit 
setBits:e  tagBits:43f L 10fddc,4 hit 
setBits:5  tagBits:541 S 1504b4,4 hit 
setBits:d  tagBits:541 S 1505b4,4 hit 
setBits:15  tagBits:541 S 1506b4,4 hit 
setBits:1d  tagBits:541 S 1507b4,4 hit 
setBits:16  tagBits:43f L 10fed0,4 hit 
setBits:16  tagBits:43f L 10fed4,4 hit 
setBits:16  tagBits:43f L 10fed8,4 hit 
setBits:16  tagBits:43f L 10fedc,4 hit 
setBits:5  tagBits:541 S 1504b8,4 hit 
setBits:d  tagBits:541 S 1505b8,4 hit 
setBits:15  tagBits:541 S 1506b8,4 hit 
setBits:1d  tagBits:541 S 1507b8,4 hit 
setBits:1e  tagBits:43f L 10ffd0,4 hit 
setBits:1e  tagBits:43f L 10ffd4,4 hit 
setBits:1e  tagBits:43f L 10ffd8,4 hit 
setBits:1e  tagBits:43f L 10ffdc,4 hit 
setBits:5  tagBits:541 S 1504bc,4 hit 
setBits:d  tagBits:541 S 1505bc,4 hit 
setBits:15  tagBits:541 S 1506bc,4 hit 
setBits:1d  tagBits:541 S 1507bc,4 hit 
setBits:7  tagBits:43e L 10f8e0,4 miss  eviction 
setBits:7  tagBits:43e L 10f8e4,4 hit 
setBits:7  tagBits:43e L 10f8e8,4 hit 
setBits:7  tagBits:43e L 10f8ec,4 hit 
setBits:7  tagBits:43e L 10f8f0,4 hit 
setBits:7  tagBits:43e L 10f8f4,4 hit 
setBits:7  tagBits:43e L 10f8f8,4 hit 
setBits:7  tagBits:43e L 10f8fc,4 hit 
setBits:5  tagBits:542 S 1508a0,4 miss  eviction 
setBits:d  tagBits:542 S 1509a0,4 miss  eviction 
setBits:15  tagBits:542 S 150aa0,4 miss  eviction 
setBits:1d  tagBits:542 S 150ba0,4 miss  eviction 
setBits:5  tagBits:542 S 1508b0,4 hit 
setBits:d  tagBits:542 S 1509b0,4 hit 
setBits:15  tagBits:542 S 150ab0,4 hit 
setBits:1d  tagBits:542 S 150bb0,4 hit 
setBits:f  tagBits:43e L 10f9e0,4 miss  eviction 
setBits:f  tagBits:43e L 10f9e4,4 hit 
setBits:f  tagBits:43e L 10f9e8,4 hit 
setBits:f  tagBits:43e L 10f9ec,4 hit 
setBits:f  tagBits:43e L 10f9f0,4 hit 
setBits:f  tagBits:43e L 10f9f4,4 hit 
setBits:f  tagBits:43e L 10f9f8,4 hit 
setBits:f  tagBits:43e L 10f9fc,4 hit 
setBits:5  tagBits:542 S 1508a4,4 hit 
setBits:d  tagBits:542 S 1509a4,4 hit 
setBits:15  tagBits:542 S 150aa4,4 hit 
setBits:1d  tagBits:542 S 150ba4,4 hit 
setBits:5  tagBits:542 S 1508b4,4 hit 
setBits:d  tagBits:542 S 1509b4,4 hit 
setBits:15  tagBits:542 S 150ab4,4 hit 
setBits:1d  tagBits:542 S 150bb4,4 hit 
setBits:17  tagBits:43e L 10fae0,4 miss  eviction 
setBits:17  tagBits:43e L 10fae4,4 hit 
setBits:17  tagBits:43e L 10fae8,4 hit 
setBits:17  tagBits:43e L 10faec,4 hit 
setBits:17  tagBits:43e L 10faf0,4 hit 
setBits:17  tagBits:43e L 10faf4,4 hit 
setBits:17  tagBits:43e L 10faf8,4 hit 
setBits:17  tagBits:43e L 10fafc,4 hit 
setBits:5  tagBits:542 S 1508a8,4 hit 
setBits:d  tagBits:542 S 1509a8,4 hit 
setBits:15  tagBits:542 S 150aa8,4 hit 
setBits:1d  tagBits:542 S 150ba8,4 hit 
setBits:5  tagBits:542 S 1508b8,4 hit 
setBits:d  tagBits:542 S 1509b8,4 hit 
setBits:15  tagBits:542 S 150ab8,4 hit 
setBits:1d  tagBits:542 S 150bb8,4 hit 
setBits:1f  tagBits:43e L 10fbe0,4 miss  eviction 
setBits:1f  tagBits:43e L 10fbe4,4 hit 
setBits:1f  tagBits:43e L 10fbe8,4 hit 
setBits:1f  tagBits:43e L 10fbec,4 hit 
setBits:1f  tagBits:43e L 10fbf0,4 hit 
setBits:1f  tagBits:43e L 10fbf4,4 hit 
setBits:1f  tagBits:43e L 10fbf8,4 hit 
setBits:1f  tagBits:43e L 10fbfc,4 hit 
setBits:5  tagBits:542 S 1508ac,4 hit 
setBits:d  tagBits:542 S 1509ac,4 hit 
setBits:15  tagBits:542 S 150aac,4 hit 
setBits:1d  tagBits:542 S 150bac,4 hit 
setBits:5  tagBits:542 S 1508bc,4 hit 
setBits:d  tagBits:542 S 1509bc,4 hit 
setBits:15  tagBits:542 S 150abc,4 hit 
setBits:1d  tagBits:542 S 150bbc,4 hit 
setBits:7  tagBits:43f L 10fce0,4 miss  eviction 
setBits:f  tagBits:43f L 10fde0,4 miss  eviction 
setBits:17  tagBits:43f L 10fee0,4 miss  eviction 
setBits:1f  tagBits:43f L 10ffe0,4 miss  eviction 
setBits:5  tagBits:542 L 1508b0,4 hit 
setBits:5  tagBits:542 L 1508b4,4 hit 
setBits:5  tagBits:542 L 1508b8,4 hit 
setBits:5  tagBits:542 L 1508bc,4 hit 
setBits:5  tagBits:542 S 1508b0,4 hit 
setBits:5  tagBits:542 S 1508b4,4 hit 
setBits:5  tagBits:542 S 1508b8,4 hit 
setBits:5  tagBits:542 S 1508bc,4 hit 
setBits:5  tagBits:543 S 150ca0,4 miss  eviction 
setBits:5  tagBits:543 S 150ca4,4 hit 
setBits:5  tagBits:543 S 150ca8,4 hit 
setBits:5  tagBits:543 S 150cac,4 hit 
setBits:7  tagBits:43f L 10fce4,4 hit 
setBits:f  tagBits:43f L 10fde4,4 hit 
setBits:17  tagBits:43f L 10fee4,4 hit 
setBits:1f  tagBits:43f L 10ffe4,4 hit 
setBits:d  tagBits:542 L 1509b0,4 hit 
setBits:d  tagBits:542 L 1509b4,4 hit 
setBits:d  tagBits:542 L 1509b8,4 hit 
setBits:d  tagBits:542 L 1509bc,4 hit 
setBits:d  tagBits:542 S 1509b0,4 hit 
setBits:d  tagBits:542 S 1509b4,4 hit 
setBits:d  tagBits:542 S 1509b8,4 hit 
setBits:d  tagBits:542 S 1509bc,4 hit 
setBits:d  tagBits:543 S 150da0,4 miss  eviction 
setBits:d  tagBits:543 S 150da4,4 hit 
